naslov,autor,kategorija,izdavac,godina_izdanja,broj_strana,povez,format,opis,cena
DANICA OČI PUNE ZVEZDA RUKE PUNE TRNJA,Branka Radovanović,POEZIJA,SLUŽBENI GLASNIK,2015,362,Broš,13x20,"Ostvarivanje je udes pesme: nema pevanja u ostvarenosti. Ljubav, koja je ostvarena, to je uništena pesma. Nema pesme u ostvarenosti; to je idejni simbolizam Dučićevog smera… Neostvarena ljubav je ostvarena poezija.",628.0
KONCERT ZA 1001 BUBANJ,Miroslav Antić,POEZIJA,LAGUNA,2015,304,Tvrd,13x20,"Zbirka Koncert za 1001 bubanj još jedan je dokaz da Miroslav Antić nije samo pesnik već saputnik ptica. Ovo je zanosno napisan dnevnik života koji pokreće točak ljubavi i smrti, beskrajno smenjivanje poljubaca i nestajanja. Iz Antićevih stihova naučićemo da je naša duša sastavni deo kosmičke vejavice i da vreme živi u nama, sputano i bezgranično, a ne mi u njemu.",809.0
PETI SPORAZUM II IZDANJE,Don Miguel Ruis,"ASERTIVNOST, MOTIVACIJA I SAMOPOŠTOVANJE",VULKAN IZDAVAŠTVO,2015,152,Broš,13x20,"U knjizi Četiri sporazuma, koja je bestseler Njujork tajmsa duže od sedam godina, don Miguel Ruis otkrio je kako proces obrazovanja, ili „pripitomljavanja“, može biti uzrok da zaboravimo mudrost s kojom smo rođeni. Mi u životu sklapamo mnoge sporazume usmerene protiv sebe i stvaramo nepotrebnu patnju. Četiri sporazuma nam pomažu da raskinemo sporazume kojima se samoograničavamo i zamenimo ih sporazumima koji nam donose ličnu slobodu, sreću i ljubav.",764.0
DAR PROMENE KAKO DA ŽIVITE INSPIRATIVNO OD SADA,dr Robert Holden,"ASERTIVNOST, MOTIVACIJA I SAMOPOŠTOVANJE",LEO COMMERCE,2015,192,Broš,15x23,"Suština Promene iz korena je u reči „više“ – više sreće, više uspeha, više, ljubavi, više mira, više napretka i više radosti.",950.0
LJUBAV NAĐE PUT,Nik i Kanae Vujičić,"ASERTIVNOST, MOTIVACIJA I SAMOPOŠTOVANJE",VULKAN IZDAVAŠTVO,2015,248,Broš,14.5x20.5,"Nik Vujičić je čovek koji je uspeo da prevaziđe svoje fizičke nedostatke i ostvari nezavisan, bogat i ispunjen život. Ipak, uprkos neodoljivom optimizmu koji ga krasi u svim drugim poljima, počeo je da veruje da ljubav na ovom svetu ipak ima ograničenja.",849.0
KAKO DA IZLEČITE SVOJ ŽIVOT XX izdanje,Lujza Hej,"ASERTIVNOST, MOTIVACIJA I SAMOPOŠTOVANJE",VERBA,2015,213,Broš,14.5x20.5,"Prodata u preko 30 miliona primeraka Ovo je izuzetna knjiga za one koji žele da unesu pozitivne promene u svoj život i da pronađu izvore samopouzdanja i ljubavi prema sebi. Ovo je priručnik za ljude pritisnute problemima, koji žele i moraju da se ponovo rode, da krenu drugim putem, da nauče da budu zadovoljni sobom, a time će biti uspešniji, zadovoljniji i srećniji. Lujza smatra da nema toga što se ne može izmeniti i izlečiti snagom volje, potrebno je samo malo mentalne higijene, mora se izmeniti način mišljenja. Neka vam ova knjiga pomogne da nađete svoje mesto pod suncem, da prihvatite sebe i naučite koliko vredite.",866.0
TRAKA BOJE LAVANDE,Heder Berč,LJUBAVNI ROMAN,LAGUNA,2015,352,Broš,13x20,Može li svežanj dugo skrivanih ljubavnih pisama junaka iz drugog svetskog rata nadahnuti ženu slomljenog srca da opet zavoli?,809.0
BELEG NA DUŠI,Marija Gojkovic,DOMAĆI ROMAN,EVRO GIUNTI,2015,182,Broš,13x20,"Tasijin svet počinje da se ruši, njena prva ljubav ju je izdala, otac preminuo, a njen odnos sa majkom postaje zamršen i težak. Kada se iz malog mesta presele u Beograd, sa nadom da će se sve popraviti, njihov odnos postaje dodatno uzdrman. Zarobljena između prošlosti i budućnosti, onoga što želi i onoga što joj se nameće, Tasija na sve načine pokušava da se snađe u velikom gradu. Onog momenta kada se nađe u neprilici zbog drugarica, pojavljuje se ON. Svojom pažnjom i velikim bogatstvom Nemanja uspeva da osvoji Tasijino srce. Bajka upravo počinje, ali nemaju sve bajke srećan kraj.",613.0
DAR LJUBAVI VEŠTINA DAVANJA I PRIMANJA LJUBAVI,dr Robert Holden,"ASERTIVNOST, MOTIVACIJA I SAMOPOŠTOVANJE",LEO COMMERCE,2015,232,Broš,15x23,"„Dar ljubavi” je meditacija o ljubavi. Govori o najvažnijim pitanjima koje ćete ikad naučiti. Sva vaša sreća, zdravlje i obilje u životu potiču od sposobnosti da volite i da budete voljeni. Ta sposobnost je urođena, a ne stečena.",792.0
GODINE PANIKE,Doree Lewak,"KOMUNIKACIJA, EMOCIJA I ODNOSI SA DRUGIMA",VBZ,2015,216,Broš,14x23,"Godine panike - dob u kojoj je djevojka prema uvriježenim društvenim kanonima već trebala zasnovati obitelj [a nije] te (1.) kad se agenda spojeva mijenja iz temelja i ljubavne avanture zamijene ozbiljni spojevi (2.), kad vam vaše tek zaručene prijateljice postaju neprijateljice (3.), kad svadbe postaju tužni podsjetnici na vaš solerski status.",891.0
RAT I TERPENTIN,Stefan Hertmans,ROMAN,HELIKS,2015,315,Broš,13x20,"Flamanski pisac Stefan Hertmans (1951) cenjeno je književno ime u Belgiji i Holandiji. Svojim najnovijim romanom Rat i terpentin privukao je znatnu pažnju međunarodne čitalačke publike. Knjigu je Hertmans zasnovao na beležnicama koje su ostale posle smrti njegovog dede, Urbena Jozefa Emila Martina, učesnika Velikog rata i slikara, katolika iz industrijskog grada u Flandriji. U intimnoj ispovesti pratimo njegov život od odrastanja krajem 19. veka u velikoj bedi, preko užasa u ratnim rovovima i gubitka voljene žene, do mirnijeg života skromnog vernika i vrsnog slikara nakon zasnivanja porodice. Gotovo pola veka posle zbivanja koja su ga zauvek obeležila, Martin piše o događajima iz bitaka i svojoj velikoj ljubavi, a od tog gustog tkanja uspomena njegov unuk će uoči stogodišnjice Prvog svetskog rata ispričati neobično emotivnu i sugestivnu priču.",980.0
SVETI PETAR KORIŠKI U STAROJ SRPSKOJ KNJIŽEVNOSTI,Irena Špadijer,"TEORIJA, TUMAČENJE I ISTORIJA KNJIŽEVNOSTI",ČIGOJA ŠTAMPA,2015,413,Tvrd,17x24,"Ova studija se bavi ličnošću Svetog Petra u staroj srpskoj književnosti u žitijama, i u poeziji.Knjiga je plod višegodišnjeg truda i ljubavi prema staroj srpskoj literaturi.",2420.0
OGREŠENJE ROMAN O LJUBAVI,Lena Andešon,LJUBAVNI ROMAN,ODISEJA,2015,144,Broš,14.5x20.5,"Roman Ogrešenje – roman o ljubavi dobio je 2013. nagradu „August”, nazvanu po Augustu Strindbergu. „To je ozbiljna igra u kojoj se Ester i Hugo sreću u bezvremenoj drami o strasti i moći, slobodi i razumu, drami koju spisateljica ne samo oblikuje već i secira. Koristeći okrutni humor i izuzetnu preciznost, Lena Andešon razotkriva sistematičnu samoobmanu zaljubljivanja“, ističe žiri za dodelu najprestižnije švedske književne nagrade.",534.0
VETROVI ZLA,Branislav Janković,DOMAĆI ROMAN,LAGUNA,2015,352,Broš,13x20,"U vrelini topčiderske noći neko je svirepo presudio Milošu Obrenoviću, knezu srpskom i oslobodiocu. Ali njegova porodica, kao i vladajuća klika, vešto sve zataškava i saopštava narodu da je knez umro prirodnom smrću. Ipak, njegov naslednik, knez Mihailo, odlučuje da povede istragu i za taj opasan i delikatan posao angažuje Jevrema Utvića, raspopa i istražitelja, razvratnika i egocentrika, inteligentnog i retko intuitivnog čoveka koga proganjaju demoni prošlosti i izuzetan dar koji je istovremeno i njegovo prokletstvo. U dve paralelene priče, Branislav Janković u svom do sada najboljem romanu traga za ubicom kneza Miloša, ali čitaocima otkriva izuzetnu priču o Jevremu Utviću, koji je još kao nejaki dečak zbog greha svoje majke proklet da može da vidi duhove i sa njima komunicira. Na razmeđi dva sveta, kroz intrige u koje su podjednako umešani masoni i srpska tajna policija, kroz tragično završenu priču o ljubavi glavnog junaka prema kneginji Savki, autor slika i portret devetnaestovekovne Srbije, zemlje zagonetki, krvi i nemirnih duhova.",899.0
REPUBLIKA LOPOVA,Skot Linč,NAUČNA FANTASTIKA,LAGUNA,2015,736,Broš,13x20,"Pošto im se najveća krađa u životu nečuveno izjalovila, neverovatni prevarant Lok Lamora i njegov verni sadrug Žan Tanen jedva su izvukli živu glavu. Ili bar Žan jeste. Lok polako podleže smrtonosnom otrovu, a nijedan alhemičar ne zna za protivotrov. Kraj se bliži, i Loku je jedina nada da prihvati ponudu zagonetne vezane čarobnice: da bude politički pion na čarobnjačkim izborima, i u zamenu za to dobije izlečenje. Ipak, te spasonosne vradžbine obećavaju bol i muke gotovo ravne smrti, i Lok odbija ponudu. Sve dok čarobnica ne pomene Sabetu – ljubav Lokovog života... i sada njegovu najveću suparnicu. Čim je prvi put ugledao Sabetu – siroče na obuci za lopova, kao i on – Lok se zaljubio do ušiju. Ipak, posle burnog udvaranja, ona ga je napustila. Sada će se ponovo sresti, sukobiti, i pokazaće se čija je volja jača. Oči u oči s jedinom osobom koja se može s njim meriti kad je reč o ljubavi i lukavstvu, Lok mora da odluči: boriti se protiv Sabete ili joj se udvarati. Od te odluke možda zavise i njihovi životi.",1439.0
SVETLO U PROZORU,Lusinda Rajli,ROMAN,LAGUNA,2015,472,Broš,13x20,"SADAŠNJOST: Emili de la Martinijer se oduvek opirala svom aristokratskom poreklu. Posle smrti njene glamurozne, rezervisane majke, obrela se sama na svetu, kao jedina naslednica velikog porodičnog doma na jugu Francuske. Jedna stara sveska pesama vodi je u potragu za misterioznom i lepom Sofijom, čija je tragična ljubav promenila kurs porodične istorije.",1169.0
BRONZANI KONJANIK,Pavlina Sajmons,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2015,376,Broš,14.5x20.5,"Neponovljiva priča o ljubavi, ratu i Rusiji",934.0
MALA SUPRUGA,Milica Jakovljević Mir-Jam,DOMAĆI LJUBAVNI ROMAN,MIBA BOOKS,2015,464,Tvrd,13x20,"Priča o nevinoj mladoj devojci sa sela koja se seli u veliki grad i tu se zaljubljuje u doktora. Njih dvoje se ubrzo venčavaju, ali stvari nikako nisu savršene - možda je lepi doktor u brak ušao iz računa, ne ostavivši prethodno ljubavnicu...",841.0
OTMICA MUŠKARCA,Milica Jakovljević Mir-Jam,DOMAĆI LJUBAVNI ROMAN,MIBA BOOKS,2015,337,Broš,13x20,"Svaka je na svoj način bolna i poučna. Isprepletani su bol i razočaranja, ženska lukavstva i veštine, želje i nadanja sve zarad jednog cilja: pridobiti pravog muškarca i njegovu ljubav do kraja života.",792.0
MODRA PLANINA,Dragana Kršenković Brković,ROMANI I PRIČE ZA DECU OD 7 DO 9 GODINA,KREATIVNI CENTAR,2015,84,Broš,17x24,"Zbog čega je tužno Plavo Drvo, čega se boji Mrgud Strašni ili kako izgledaju ljubavni jadi jedne busole? Zavirite u knjigu „Modra planina“ i otkrićete magiju lutkarstva i bajki, koja će vas povesti u veliku avanturu stvaranja i čudesni svet igre, mašte i snova.",675.0
ĐAVO ANĐEO I KOMUNISTA,Nedim Gursel,ROMAN,GEOPOETIKA,2015,295,Broš,13x20,"Pisac je u potrazi za izgubljenom biografijom Nazima Hikmeta – pesnika i komuniste, robijaša i emigranta, gotovo mitske ličnosti turske moderne književnosti – po mestima na kojima je i sam boravio u godinama pre ujedinjenja Nemačke, u Berlinu prepolovljenom Zidom, ideologijama, rascepljenim sudbinama. Zimski Berlin je pozorje traganja za odavno mrtvim pesnikom, prepletenog s tumaranjem po sopstvenim sećanjima, izgubljenim ubeđenjima, ugaslim ljubavima, podsećanjima na koja navode imena ulica, slike i istorija ovoga grada te turski gradovi u kojima je Hikmet živeo i krio se. Opskurni hoteli, periferijske pivnice, tajanstveni telefonski pozivi, ostareli Hikmetov obožavalac i zemljak, agent Štazija, sa svojim izveštajima o pesniku koga je godinama pratio kao senka u njegovim emigrantskim lutanjima po Istočnoj Evropi, nezakoniti vlasnik tuđeg, izgubljenog života: sve to utopljeno je u mutnu vodu onog vrtloga istorije koji je gutao ljude, ideale, države, izbacujući na obalu samo njihove prazne, isprane ljušture. Hikmet je sa svojim teškim životom, snagom svojih pesama, bolešću, lutanjima i urušenim snovima o revoluciji i povratku u otadžbinu, ostao neuhvatljiv i za svog biografa i za izdajnika–obožavaoca–špijuna Đavola–Anđela. Opsene prošlog su okvir i za ličnu povest izgubljene generacije turskih levičara, samlevenih u žrvnju savremene istorije Turske i Evrope. Pisac–biograf te špijun–biograf Đavo–Anđeo jesu i u kontrapunktu s ovom povešću i objedinjuju je u celinu.",825.0
DETEKTIVOVA ĆERKA,Lesli Tomson,TRILERI/MISTERIJE,EVRO GIUNTI,2015,502,Broš,13x20,"Odluka Kejt Roksmit da krene u šetnju rečnom obalom mnogima je promenila život. Njeno ubistvo potreslo je celu zemlju, protiv njenog muža, glavnog osumnjičenog, nikada nije podignuta optužnica, a njen sin je odrastao u internatu, bez ljubavi i topline. Inspektor Darnel je, rešen da pronađe krivca, odlučio da prevrne svaki kamen, ali potpuno obuzet tim slučajem, nije primetio da malo–pomalo gubi sopstvenu kćer, kivnu na nesrećnu Kejt Roksmit, koja joj „krade očevu pažnju“.",712.0
KRIVICA,Darija Binjardi,ROMAN,EVRO GIUNTI,2015,253,Broš,13x20,"Dok čeka svoje prvo dete, Antonija saznaje potresnu tajnu iz majčine mladosti. Porodična misterija vodi je u Feraru, grad raskošne prošlosti, mlečne magle i mračne reke, sablasne i smrtonosne, u kojem ljubav i smrt idu ruku podruku, a život nepoverljivo proviruje kroz prozore starih palata.",613.0
MOM TATI 365 MUDRIH MISLI,Helen Exley,GIFT KNJIGE,VALERA,2014,365,Tvrd,11x14,"Ovo je divna zbirka emotivnih, mudrih misli ikada izrečenih o očevima. Svaki otac voli da čuje reči ljubavi, zahvalnosti i poštovanja. Budite sigurni da će vaš tata ovakav poklon čuvati godinama.",1346.0
BELE NOĆI,Fjodor Mihajlovič Dostojevski,KLASICI,NOVA KNJIGA BG NOVA KNJIGA PG,2014,72,Tvrd,14.5x20.5,"Radnja romana se dešava u Sankt Peterburgu, a njen glavni lik je dvadesetšestogodišnji mladić, siromašni državni činovnik, pravi zanesenjak. U prvom dijelu romana on je neimenovani lik koji noću luta ulicama grada. On uživa u noćnoj tišini i šetnjama pored keja sam sa svojim mislima i svojim izmišljenim svijetom. U tom izmišljenom svijetu on je heroj, istorijska ličnost, pjesnik, ljubavnik... Sve se mijenja kada jedne večeri spasi djevojku Nastjenjku od pijanog prolaznika. Ona ga vraća u realan život, upoznaje ga sa najlepšim ljudskim osjećanjima i probuđuje u njemu želju za pravim razgovorom, razgovorom sa prisutnom osobom, a ne razgovorom sa samim sobom.",693.0
DOKTOR ŽIVAGO,Boris Pasternak,ROMAN,NOVA KNJIGA BG NOVA KNJIGA PG,2014,589,Tvrd,14.5x20.5,"Doktor živago, roman ruskog nobelovca Borisa Pasternaka, dugo je čekao da bude na pravi način plasiran čitalačkoj javnosti zbog sovjetske cenzure na osnovu navodne kritike staljinizma. Roman ima dva paralelna toka, lični i ljubavni plan na jednoj strani i društveno-politički, na drugoj. Ljubavna priča Jurija živaga umnogome je uslovljena okolnostima proisteklim iz ambijenta ruske revolucije i kasnije građanskog rata.",1485.0
BUKA I BES,Vilijem Fokner,KLASICI,NOVA KNJIGA BG NOVA KNJIGA PG,2014,312,Tvrd,14.5x20.5,"Ništa nije toliko karakteristično za Foknera koliko neprestano iskušavanje stvaralačke snage suprotstavljene otežavajućim izborima koje je sam kreirao. Njegovo najveće, najradikalnije i najzahtjevnije djelo Buka i bes nastalo je u vrijeme dok je pisac još bio slabo poznat i u novčanoj oskudici, tako da je zadovoljstvo istraživanja sopstvenih verbalnih vještina potpuno potisnulo praktične obzire. To mu je dalo slobodu da istražuje svijest i njene veze sa jezikom, preokupaciju prirodno proisteklu iz njegove predusretljivosti prema fizičkoj stvarnosti kao i dubokim uticajima kulture i istorijskih okolnosti. Njegovo uživanje u stvarnosti, u vremenu, u radu na mišljenju i pamćenju, ljubavničko nadgledanje dijalekta pojava i gestova, kojima je posvećen kao i govorenju, uvijek je opipljivo. To je vrh tako nedostupan piscu čija imaginacija kao da počiva na očigledno marginalnim likovima, tako nepouzdanim i nesretnim i opsednutim, kakvih je mnogo među onima koji naseljavaju stranice ove knjige. Velikodušnost pisca je nezaslužena i neiznuđena kao milost, plemenita kao otkrovenje. - Katarina Brajović",1161.0
O LJUBAVI,Anri Bejl Stendal,KLASICI,NOVA KNJIGA BG NOVA KNJIGA PG,2014,341,Tvrd,11x17,"Stendal je ovom knjigom pokušao da definiše ljubav objektivno i bez strasti. On u ovoj knjizi govori o tome šta se sve treba znati o ljubavi, koje vrste ljubavi postoje, kako se rađa ljubav... Analizira ljubav na osnovu svojih ljubavnih iskustava i neostvarenih želja, prvenstveno želeći da najuzvišenije ljudsko osjećanje približi svojim čitaocima.",1071.0
TEORIJA SVEGA ČUDESNI ŽIVOT STIVENA HOKINGA,Džejn Hoking,"BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",VULKAN IZDAVAŠTVO,2015,432,Broš,14.5x20.5,Njegov blistavi um promenio je naš svet. Njena beskrajna ljubav promenila je njegov.,1019.0
NA OBALI REKE PJEDRE SEDELA SAM I PLAKALA,Paulo Koeljo,ROMAN,LAGUNA,2015,224,Broš,13x20,"Ljubav je uvek nova. Nije važno da li volimo jednom, dvaput, deset puta u životu – jer se stalno suočavamo sa situacijom koju ne poznajemo. Ljubav nas može odvesti u pakao ili u raj, ali uvek nas nekud odvede...",899.0
ŽIVOT U MRAČNIM VREMENIMA - MEMOARI,Ernst Pavel,"BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",CLIO,2014,296,Tvrd,13x20,"U knjizi Život u mračnim vremenima Ernst Pavel iznosi zanimljivu povest o prvih 30 godina svog života. Njegova fascinantna sećanja, osvežavajuće oštroumna i iskrena, ponekad su brutalna, ponekad preplavljena ljubavlju, gotovo uvek politički nekorektna i neizostavno razdragana.",990.0
MONTREALSKE CRNE NOĆI,Zoran Barac,DOMAĆI ROMAN,ČIGOJA ŠTAMPA,2015,526,Tvrd,14.5x20.5,"Roman „Montrealske crne noći“ napisan je u osnovnim crtama u jednom dahu. U vrlo kratkom vremenu, za nepunih mesec dana, možda koji dan više, skoro neprekidnog pisanja. Kod mene stoji već mnogo godina, nedovršen i neobjavljen. Roman je napisan po mom povratku iz Jugoslavije, sa svežim osećanjem bola zbog gubitka oca, koga sam zaista mnogo voleo. Nastao je kao ispovest njemu, kao molitva za oproštaj greha. Nastao je kao još jedna potvrda da još postoji bol na ovome svetu kada se neko izgubi, da još ponegde postoje tragovi osećanja za nekim ili nečim u ovome svetu, koji postaje sve okrutniji, bezosećajniji i svirepiji. U kojem gubitak jedne duše, živog ljudskog bića ne predstavlja više ništa. Sve me ovo navodi na pomisao da ovaj svet, koji sve više živi životom bez emocija, ljubavi zaslužuje jednu opštu kaznu. Božiju kaznu, koja verujem da uvek i stigne, ali ne volim što u svemu tome nastrada mnogo dobrih i nevinih ljudi. To je cena svake kazne. Nadam se da će božija to umeti pravedno da razdvoji da bi se razlikovala od ostalih.",1120.0
